0011768.jpg,814.7302,161.318,849.56024,197.75967,75,0.84584343
0008971.jpg,1254.4504,116.05995,1313.8574,169.87743,72,0.97651017
0008971.jpg,1254.1779,115.82385,1313.7252,169.92676,75,0.8567346
0008971.jpg,1254.3561,115.927864,1313.8251,169.79596,80,0.16231377
0004916.jpg,1118.6255,193.0986,1152.053,228.97537,28,0.3886653
0004916.jpg,1118.992,192.6781,1151.8484,229.45996,1,0.13947445
0005033.jpg,531.6185,147.86876,563.405,178.14943,40,0.99996376
0009435.jpg,83.81305,54.68132,134.15366,102.86049,22,0.83145654
0009435.jpg,83.93769,54.796085,135.83295,102.55534,1,0.61944926
0005452.jpg,338.6068,112.35975,369.05283,144.27505,1,0.57455724
0005452.jpg,338.71567,111.99462,369.14355,144.29807,28,0.41565064
0010367.jpg,796.7409,199.47066,825.1508,226.55896,81,0.879687
0001362.jpg,183.12912,360.50955,237.19196,415.67902,16,0.19000278
0003437.jpg,832.82,183.63478,859.59357,212.26682,75,0.99846303
0006369.jpg,657.59094,98.33097,688.01605,128.27623,69,0.7344886
0006369.jpg,551.0293,103.25184,584.56555,134.68007,83,0.51921433
0006369.jpg,335.1632,73.20429,361.3006,100.647995,1,0.20544945
0006369.jpg,551.12384,103.03494,583.9786,134.70541,62,0.20239006
0012891.jpg,991.4811,236.35162,1018.09924,264.50354,16,0.11215242
0002616.jpg,635.03485,0.0,673.5629,31.266039,62,0.79336345
0002616.jpg,633.6907,0.0,673.7329,28.272259,64,0.18999441
0000406.jpg,332.17764,96.267334,366.48557,129.16559,1,0.96551526
0000406.jpg,765.13275,62.86712,803.76685,97.29174,5,0.72448325
0000406.jpg,105.74207,119.38064,136.63278,151.1032,28,0.6491381
0000406.jpg,105.712875,119.395386,136.51738,151.07797,1,0.3266491
0000406.jpg,765.16034,62.805614,804.1159,97.558945,28,0.17167127
0013387.jpg,1202.5566,492.35077,1249.4213,534.2082,3,0.22013082
0013387.jpg,1202.0398,492.385,1249.9717,534.31805,5,0.13869648
0001627.jpg,772.58264,98.2308,803.0178,128.85579,16,0.6660454
0011871.jpg,1171.127,66.49651,1215.7234,104.71812,40,0.99999
0006949.jpg,1288.3195,146.1765,1326.3097,182.06708,72,0.99794906
0006949.jpg,1292.759,114.81422,1324.7091,144.1449,108,0.4019614
0009963.jpg,925.7928,164.89333,954.5459,191.04169,72,0.1823434
0009963.jpg,926.4061,165.08563,955.4305,191.04805,75,0.14993572
0012759.jpg,205.09952,194.61456,239.0727,224.2934,72,0.9953172
0012759.jpg,17.875816,100.505745,47.37194,130.44038,83,0.26963836
0012759.jpg,52.73847,96.128876,79.00851,124.02272,103,0.10091688
0005661.jpg,631.3672,92.53413,667.85144,126.80709,80,0.8826671
0005661.jpg,406.04602,102.50105,438.0753,134.39275,75,0.8107204
0005661.jpg,398.5014,65.17237,426.55246,93.433044,1,0.792462
0005661.jpg,631.32764,92.11337,667.5713,126.799385,83,0.77898794
0005661.jpg,280.82938,70.78776,310.3984,97.89058,3,0.38419145
0005661.jpg,405.9203,103.27048,439.01752,134.37047,84,0.16572997
0005661.jpg,517.4982,96.53382,552.3964,129.09665,3,0.12151457
0005661.jpg,517.4997,98.29612,553.4721,131.52173,80,0.10359204
0000401.jpg,240.07637,124.99012,271.32086,154.81856,62,0.92402065
0000401.jpg,240.07167,125.04221,271.18793,154.78307,1,0.62853396
0000401.jpg,32.44477,139.82874,62.889626,170.46844,62,0.37484244
0000401.jpg,32.58751,139.81955,62.661217,170.49112,28,0.19226854
0000401.jpg,32.630783,139.86374,62.644722,170.405,1,0.18391858
0007878.jpg,749.9798,53.84404,778.99506,84.16221,62,0.99990416
0013380.jpg,1210.9323,474.14136,1259.745,516.82996,5,0.45371002
0013380.jpg,1210.9323,474.14136,1259.745,516.82996,3,0.14053638
0005099.jpg,301.18903,48.217827,367.21494,108.26903,40,1.0
0011876.jpg,1182.4366,70.084175,1231.3741,113.520615,40,0.99999905
0005048.jpg,515.80023,131.22733,550.25104,164.29488,40,0.99975103
0001156.jpg,145.12933,285.5748,176.43065,316.7592,64,0.17464866
0005429.jpg,990.35333,164.12656,1028.9316,201.16415,103,0.9999994
0005429.jpg,991.1893,120.44775,1029.2806,159.39963,78,0.9999987
0005110.jpg,196.75105,1.9464865,280.5844,76.84023,40,0.99814165
0008090.jpg,19.740404,0.0,53.48301,34.815834,80,0.38582575
0008090.jpg,17.500412,0.0,53.416092,31.97365,67,0.21375644
0008090.jpg,24.612944,36.136757,64.45465,75.16308,83,0.1419412
0009964.jpg,940.3858,153.02843,971.1995,182.96944,72,0.475986
0009964.jpg,940.6799,153.33342,971.598,183.03877,75,0.27986634
0009964.jpg,940.3628,152.38475,971.3091,182.60835,62,0.10478869
0005666.jpg,460.99503,43.056705,507.67682,85.3031,83,0.9980124
0005666.jpg,613.1883,34.98825,658.92303,77.68463,83,0.99380106
0005666.jpg,149.02774,8.238482,183.57545,42.66351,3,0.92756313
0005666.jpg,310.18417,50.603813,356.31088,90.15514,84,0.90028095
0005666.jpg,279.71384,57.745968,309.58304,86.971855,62,0.8996673
0005666.jpg,156.95935,55.94557,201.75461,97.54794,84,0.65538317
